Title,location,Job Description,Compensation,Employment Type,URL 
Assistant to Real Estate Office, (Lakewood Township),"
        
Busy real estate office

Team Player

Follow up on leads

Send Contracts

Create sales    ",$ 4 per hour,full-time,https://bangalore.craigslist.org/rej/d/assistant-to-real-estate-office/6769048511.html
Strict Online Tutor, (Online),"
        
This is bit of an unusual request. Back in my school-days, my teachers tended to be quite lax but I've always been curious to what it would have been like to be in a stricter environment. So I've had the idea to hire a tutor to teach me a subject (I had in mind some like chemistry, biology, mathematics, geography, etc.) and be a little strict about it. This would be done online, so I'm looking for a female teacher who will assign homework and quizzes, and then step in with appropriate punishments for non-completion or poor performance to keep me diligent in my studies. The ideal candidate would be someone who is friendly but can be strict when appropriate.
    ","USD, negotiable",contract,https://bangalore.craigslist.org/edu/d/strict-online-tutor/6769642903.html
Digital Marketing/SEO Intern, (Bangalore),"
        
We are academic writing networking company catering to largely to US & UK markets and across the world. We own 3 websites for this delivering this services for various geographic locations.
We are looking for intern( part time or full time) for Digital marketing and SEO activities
Job profile:
Job Profile:
1)Responsible for promoting educational services website on various social media platforms via  videos, blogs, articles & pdfs medium.   
2)Responsible for SEO process, google Adwords, content marketing
    ",8-10K,full-time,https://bangalore.craigslist.org/mar/d/digital-marketing-seo-intern/6769053117.html
Electrical Engineer and/or Drafter, (Home Base),"
        
Looking for electrical engineer and/or drafter to help with commercial and industrial projects. Must have own computer, AutoCAD, and internet service. 

Please submit a resume, samples of work, recent salary history, and desired salary. An applicant who does not submit all of the aforementioned will not be considered.    ",Commensurate with experience,full-time,https://bangalore.craigslist.org/egr/d/electrical-engineer-and-or-drafter/6769750760.html
Hoppygo India Job Offer, (Kolkata),"
        
Business Development Manager post 14

Hr manager 7 

Area Executive manager 20 

office boy 4 

tele caller 10 


driver 50 




    ",Hoppygo india,full-time,https://bangalore.craigslist.org/bus/d/hoppygo-india-job-offer/6769057080.html
We are Hiring - Earn Rs.15000/- Per month - Simple Copy Paste Jobs, (delhi),"
        
Earn Rs.25000/- per month - Simple online Jobs - Are You Looking for Home-Based Online Jobs? - Are You a Student, Housewife, jobseeker ? - Are you ready to Work 1 to 2 Hours daily Online? - Do You need Guaranteed Payment Monthly? Then this is for You, - Clicking on their Advertisement E-mails. - Submitting their Data's online. - Reading their Advertisement Sms. - Filling Forms on their websites, etc,. FREE to Join >> http://dailyonlinejobs.com DPJ2186543    ",We are Hiring - Earn Rs.15000/- Per month - Simple Copy Paste Jobs,part-time,https://bangalore.craigslist.org/wri/d/we-are-hiring-earn-rs15000-per-month/6769793695.html
PROJECT ENGINEER,,"
        
PROJECT ENGINEER=12 years' experience in the sit project. NOC must require.
FOR APPLICANT INSIDE QATAR
 

FOR APPLICANT OUTSIDE QATAR 
 


    ",0000,full-time,https://bangalore.craigslist.org/egr/d/project-engineer/6769890732.html
Online Jobs in India - without any investment, (Madurai),"
        
Are You Looking for Home-Based Online Jobs? Are You a Student, Housewife, jobseeker ? Just Work 1 to 2 Hours daily at own Free Time. Get Guaranteed Monthly Payments. Here is the best Guide for Online jobs. http://www.dataentrycareer.com. 
DATA0052079 2018-12-11 05:34:15    ",This is Your Responsibility,part-time,https://bangalore.craigslist.org/mar/d/online-jobs-in-india-without-any/6769874622.html
HR Executive | INTERN | PROJECTS, (coimbatore),"
        
HR Executive | INTERN | PROJECTS

About Company: Evolet Technologies offer Final Year Internship for MBA final year students We provide internship in HR, Marketing and Finance.

About the Internship: Selected intern's day-to-day responsibilities include: 1.Reviewing & Validating multiple proprietary & public information sources to identify High Performers & Fast Trackers in multiple industries, based on multiple parameters. 2.Presenting the data on a regular basis in pre-determined formats in Excel and/or Word files.

Only those candidates can apply who:

• are available for full time (in-office) internship

• have relevant skills and interests

• Freshers looking for jobs may also apply

Interested can contact @  
    ",15000,full-time,https://bangalore.craigslist.org/hum/d/hr-executive-intern-projects/6769902577.html
"DATAENTRY, AD POSTING,  SMS SENDING PART TIME/FULL TIME JOB", (Karnataka),"
        
Individual    ","9000-10,000",part-time,https://bangalore.craigslist.org/wri/d/dataentry-ad-posting-sms-sending-part/6769906347.html
Affordable Web Design | E-commerce Development | SEO | Ordius, (Noida),"
        
Ordius It Solution is one of the best affordable web designing, digital marketing, and e-commerce web Development Company in Noida with 100 % satisfaction.    ",Ordius It Solution is one of the best affordable web designing,full-time,https://bangalore.craigslist.org/mar/d/affordable-web-design-commerce/6769907237.html
AWS Training | Internships, (coimbatore),"
        
AWS Training | Internships

Amazon Web Services (AWS) is a secure cloud services platform, offering compute power, database storage, content delivery and other functionality to help businesses scale and grow. Running web and application servers in the cloud to host dynamic websites. 

Any graduate can apply

Interested ping me at  


AWS Training | Internships

We also provide Internships and Final Year Projects with Discounts!!!

Final Year Students Can also Apply

Job Type: Full-time    ",15000,full-time,https://bangalore.craigslist.org/sad/d/aws-training-internships/6769903559.html
